skill_name	repo_spec	relative_path	discovered_from
auth-implementation-patterns	sickn33/antigravity-awesome-skills	skills/auth-implementation-patterns	https://github.com/sickn33/antigravity-awesome-skills
auth0-automation	ComposioHQ/awesome-claude-skills	composio-skills/auth0-automation	https://github.com/ComposioHQ/awesome-claude-skills
autobound-automation	ComposioHQ/awesome-claude-skills	composio-skills/autobound-automation	https://github.com/ComposioHQ/awesome-claude-skills
autom-automation	ComposioHQ/awesome-claude-skills	composio-skills/autom-automation	https://github.com/ComposioHQ/awesome-claude-skills
autonomous-agent-patterns	sickn33/antigravity-awesome-skills	skills/autonomous-agent-patterns	https://github.com/sickn33/antigravity-awesome-skills
autonomous-agents	sickn33/antigravity-awesome-skills	skills/autonomous-agents	https://github.com/sickn33/antigravity-awesome-skills
avalonia-layout-zafiro	sickn33/antigravity-awesome-skills	skills/avalonia-layout-zafiro	https://github.com/sickn33/antigravity-awesome-skills
avalonia-viewmodels-zafiro	sickn33/antigravity-awesome-skills	skills/avalonia-viewmodels-zafiro	https://github.com/sickn33/antigravity-awesome-skills
avalonia-zafiro-development	sickn33/antigravity-awesome-skills	skills/avalonia-zafiro-development	https://github.com/sickn33/antigravity-awesome-skills
avoid-ai-writing	sickn33/antigravity-awesome-skills	skills/avoid-ai-writing	https://github.com/sickn33/antigravity-awesome-skills
aws-agentic-ai	zxkane/aws-skills	plugins/aws-agentic-ai/skills/aws-agentic-ai	https://awesomeclaude.ai/awesome-claude-skills
aws-ami-builder	hashicorp/agent-skills	packer/builders/skills/aws-ami-builder	https://awesomeclaude.ai/awesome-claude-skills
aws-cdk-development	zxkane/aws-skills	plugins/aws-cdk/skills/aws-cdk-development	https://awesomeclaude.ai/awesome-claude-skills
aws-compliance-checker	sickn33/antigravity-awesome-skills	skills/security/aws-compliance-checker	https://github.com/sickn33/antigravity-awesome-skills
aws-cost-cleanup	sickn33/antigravity-awesome-skills	skills/aws-cost-cleanup	https://github.com/sickn33/antigravity-awesome-skills
aws-cost-operations	zxkane/aws-skills	plugins/aws-cost-ops/skills/aws-cost-operations	https://awesomeclaude.ai/awesome-claude-skills
aws-cost-optimizer	sickn33/antigravity-awesome-skills	skills/aws-cost-optimizer	https://github.com/sickn33/antigravity-awesome-skills
aws-iam-best-practices	sickn33/antigravity-awesome-skills	skills/security/aws-iam-best-practices	https://github.com/sickn33/antigravity-awesome-skills
aws-mcp-setup	zxkane/aws-skills	plugins/aws-common/skills/aws-mcp-setup	https://awesomeclaude.ai/awesome-claude-skills
aws-penetration-testing	sickn33/antigravity-awesome-skills	skills/aws-penetration-testing	https://github.com/sickn33/antigravity-awesome-skills
aws-secrets-rotation	sickn33/antigravity-awesome-skills	skills/security/aws-secrets-rotation	https://github.com/sickn33/antigravity-awesome-skills
aws-security-audit	sickn33/antigravity-awesome-skills	skills/security/aws-security-audit	https://github.com/sickn33/antigravity-awesome-skills
aws-serverless	sickn33/antigravity-awesome-skills	skills/aws-serverless	https://github.com/sickn33/antigravity-awesome-skills
aws-serverless-eda	zxkane/aws-skills	plugins/serverless-eda/skills/aws-serverless-eda	https://awesomeclaude.ai/awesome-claude-skills
aws-skills	sickn33/antigravity-awesome-skills	skills/aws-skills	https://github.com/sickn33/antigravity-awesome-skills
axonaut-automation	ComposioHQ/awesome-claude-skills	composio-skills/axonaut-automation	https://github.com/ComposioHQ/awesome-claude-skills
ayrshare-automation	ComposioHQ/awesome-claude-skills	composio-skills/ayrshare-automation	https://github.com/ComposioHQ/awesome-claude-skills
azd-deployment	sickn33/antigravity-awesome-skills	skills/azd-deployment	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-agents-persistent-dotnet	sickn33/antigravity-awesome-skills	skills/azure-ai-agents-persistent-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-agents-persistent-java	sickn33/antigravity-awesome-skills	skills/azure-ai-agents-persistent-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-anomalydetector-java	sickn33/antigravity-awesome-skills	skills/azure-ai-anomalydetector-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-contentsafety-java	sickn33/antigravity-awesome-skills	skills/azure-ai-contentsafety-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-contentsafety-py	sickn33/antigravity-awesome-skills	skills/azure-ai-contentsafety-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-contentsafety-ts	sickn33/antigravity-awesome-skills	skills/azure-ai-contentsafety-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-contentunderstanding-py	sickn33/antigravity-awesome-skills	skills/azure-ai-contentunderstanding-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-document-intelligence-dotnet	sickn33/antigravity-awesome-skills	skills/azure-ai-document-intelligence-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-document-intelligence-ts	sickn33/antigravity-awesome-skills	skills/azure-ai-document-intelligence-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-formrecognizer-java	sickn33/antigravity-awesome-skills	skills/azure-ai-formrecognizer-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-ml-py	sickn33/antigravity-awesome-skills	skills/azure-ai-ml-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-openai-dotnet	sickn33/antigravity-awesome-skills	skills/azure-ai-openai-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-projects-dotnet	sickn33/antigravity-awesome-skills	skills/azure-ai-projects-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-projects-java	sickn33/antigravity-awesome-skills	skills/azure-ai-projects-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-projects-py	sickn33/antigravity-awesome-skills	skills/azure-ai-projects-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-projects-ts	sickn33/antigravity-awesome-skills	skills/azure-ai-projects-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-textanalytics-py	sickn33/antigravity-awesome-skills	skills/azure-ai-textanalytics-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-transcription-py	sickn33/antigravity-awesome-skills	skills/azure-ai-transcription-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-translation-document-py	sickn33/antigravity-awesome-skills	skills/azure-ai-translation-document-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-translation-text-py	sickn33/antigravity-awesome-skills	skills/azure-ai-translation-text-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-translation-ts	sickn33/antigravity-awesome-skills	skills/azure-ai-translation-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-vision-imageanalysis-java	sickn33/antigravity-awesome-skills	skills/azure-ai-vision-imageanalysis-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-vision-imageanalysis-py	sickn33/antigravity-awesome-skills	skills/azure-ai-vision-imageanalysis-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-voicelive-dotnet	sickn33/antigravity-awesome-skills	skills/azure-ai-voicelive-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-voicelive-java	sickn33/antigravity-awesome-skills	skills/azure-ai-voicelive-java	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-voicelive-py	sickn33/antigravity-awesome-skills	skills/azure-ai-voicelive-py	https://github.com/sickn33/antigravity-awesome-skills
azure-ai-voicelive-ts	sickn33/antigravity-awesome-skills	skills/azure-ai-voicelive-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-appconfiguration-java	sickn33/antigravity-awesome-skills	skills/azure-appconfiguration-java	https://github.com/sickn33/antigravity-awesome-skills
azure-appconfiguration-py	sickn33/antigravity-awesome-skills	skills/azure-appconfiguration-py	https://github.com/sickn33/antigravity-awesome-skills
azure-appconfiguration-ts	sickn33/antigravity-awesome-skills	skills/azure-appconfiguration-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-communication-callautomation-java	sickn33/antigravity-awesome-skills	skills/azure-communication-callautomation-java	https://github.com/sickn33/antigravity-awesome-skills
azure-communication-callingserver-java	sickn33/antigravity-awesome-skills	skills/azure-communication-callingserver-java	https://github.com/sickn33/antigravity-awesome-skills
azure-communication-chat-java	sickn33/antigravity-awesome-skills	skills/azure-communication-chat-java	https://github.com/sickn33/antigravity-awesome-skills
azure-communication-common-java	sickn33/antigravity-awesome-skills	skills/azure-communication-common-java	https://github.com/sickn33/antigravity-awesome-skills
azure-communication-sms-java	sickn33/antigravity-awesome-skills	skills/azure-communication-sms-java	https://github.com/sickn33/antigravity-awesome-skills
azure-compute-batch-java	sickn33/antigravity-awesome-skills	skills/azure-compute-batch-java	https://github.com/sickn33/antigravity-awesome-skills
azure-containerregistry-py	sickn33/antigravity-awesome-skills	skills/azure-containerregistry-py	https://github.com/sickn33/antigravity-awesome-skills
azure-cosmos-db-py	sickn33/antigravity-awesome-skills	skills/azure-cosmos-db-py	https://github.com/sickn33/antigravity-awesome-skills
azure-cosmos-java	sickn33/antigravity-awesome-skills	skills/azure-cosmos-java	https://github.com/sickn33/antigravity-awesome-skills
azure-cosmos-py	sickn33/antigravity-awesome-skills	skills/azure-cosmos-py	https://github.com/sickn33/antigravity-awesome-skills
azure-cosmos-rust	sickn33/antigravity-awesome-skills	skills/azure-cosmos-rust	https://github.com/sickn33/antigravity-awesome-skills
azure-cosmos-ts	sickn33/antigravity-awesome-skills	skills/azure-cosmos-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-data-tables-java	sickn33/antigravity-awesome-skills	skills/azure-data-tables-java	https://github.com/sickn33/antigravity-awesome-skills
azure-data-tables-py	sickn33/antigravity-awesome-skills	skills/azure-data-tables-py	https://github.com/sickn33/antigravity-awesome-skills
azure-devops	sanjay3290/ai-skills@main:skills/azure-devops	skills/azure-devops	https://awesomeclaude.ai/awesome-claude-skills
azure-eventgrid-dotnet	sickn33/antigravity-awesome-skills	skills/azure-eventgrid-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-eventgrid-java	sickn33/antigravity-awesome-skills	skills/azure-eventgrid-java	https://github.com/sickn33/antigravity-awesome-skills
azure-eventgrid-py	sickn33/antigravity-awesome-skills	skills/azure-eventgrid-py	https://github.com/sickn33/antigravity-awesome-skills
azure-eventhub-dotnet	sickn33/antigravity-awesome-skills	skills/azure-eventhub-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-eventhub-java	sickn33/antigravity-awesome-skills	skills/azure-eventhub-java	https://github.com/sickn33/antigravity-awesome-skills
azure-eventhub-py	sickn33/antigravity-awesome-skills	skills/azure-eventhub-py	https://github.com/sickn33/antigravity-awesome-skills
azure-eventhub-rust	sickn33/antigravity-awesome-skills	skills/azure-eventhub-rust	https://github.com/sickn33/antigravity-awesome-skills
azure-eventhub-ts	sickn33/antigravity-awesome-skills	skills/azure-eventhub-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-functions	sickn33/antigravity-awesome-skills	skills/azure-functions	https://github.com/sickn33/antigravity-awesome-skills
azure-identity-dotnet	sickn33/antigravity-awesome-skills	skills/azure-identity-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-identity-java	sickn33/antigravity-awesome-skills	skills/azure-identity-java	https://github.com/sickn33/antigravity-awesome-skills
azure-identity-py	sickn33/antigravity-awesome-skills	skills/azure-identity-py	https://github.com/sickn33/antigravity-awesome-skills
azure-identity-rust	sickn33/antigravity-awesome-skills	skills/azure-identity-rust	https://github.com/sickn33/antigravity-awesome-skills
azure-identity-ts	sickn33/antigravity-awesome-skills	skills/azure-identity-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-image-builder	hashicorp/agent-skills	packer/builders/skills/azure-image-builder	https://awesomeclaude.ai/awesome-claude-skills
azure-keyvault-certificates-rust	sickn33/antigravity-awesome-skills	skills/azure-keyvault-certificates-rust	https://github.com/sickn33/antigravity-awesome-skills
azure-keyvault-keys-rust	sickn33/antigravity-awesome-skills	skills/azure-keyvault-keys-rust	https://github.com/sickn33/antigravity-awesome-skills
azure-keyvault-keys-ts	sickn33/antigravity-awesome-skills	skills/azure-keyvault-keys-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-keyvault-py	sickn33/antigravity-awesome-skills	skills/azure-keyvault-py	https://github.com/sickn33/antigravity-awesome-skills
azure-keyvault-secrets-rust	sickn33/antigravity-awesome-skills	skills/azure-keyvault-secrets-rust	https://github.com/sickn33/antigravity-awesome-skills
azure-keyvault-secrets-ts	sickn33/antigravity-awesome-skills	skills/azure-keyvault-secrets-ts	https://github.com/sickn33/antigravity-awesome-skills
azure-maps-search-dotnet	sickn33/antigravity-awesome-skills	skills/azure-maps-search-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-messaging-webpubsub-java	sickn33/antigravity-awesome-skills	skills/azure-messaging-webpubsub-java	https://github.com/sickn33/antigravity-awesome-skills
azure-messaging-webpubsubservice-py	sickn33/antigravity-awesome-skills	skills/azure-messaging-webpubsubservice-py	https://github.com/sickn33/antigravity-awesome-skills
azure-mgmt-apicenter-dotnet	sickn33/antigravity-awesome-skills	skills/azure-mgmt-apicenter-dotnet	https://github.com/sickn33/antigravity-awesome-skills
azure-mgmt-apicenter-py	sickn33/antigravity-awesome-skills	skills/azure-mgmt-apicenter-py	https://github.com/sickn33/antigravity-awesome-skills
